Movie Name,Storyline
The Killer's Game,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues."
Mon Potongo,"Two young outcasts from different faiths dream of owning a luxury armchair they see in a store window. Working as laborers in the big city, they fight against social barriers and poverty to make their shared dream come true."
A Family Affair,"A surprising romance kicks off comic consequences for a young woman, her mother, and her movie-star boss as they face the complications of love, sex, and identity."
Monkey's Magic Merry Go Round,"A children's TV show host, ensnared in a case of amnesia, must confront his missing memories as his puppet co-stars turn on him."
Young Woman and the Sea,"The story of competitive swimmer Gertrude Ederle, who, in 1926, was the first woman to ever swim across the English Channel."
The Last Showgirl,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.
Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.
Reagan,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office."
The Deliverance,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell."
Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself."
Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions."
Ghost Train,A YouTuber with the lowest number of views meets the station master of a mysterious subway station to find the source of a true horror story and encounters several strange stories.
The Wonderful Story of Henry Sugar and Three More,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.
The Unholy Trinity,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.
Summer Camp,"Follows Nora, Ginny, and Mary, three childhood best friends who used to spend every summer at a sleep-away camp together. After years, when the opportunity to get back together for a summer camp reunion presents itself, they all seize it."
Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back."
Turtles All the Way Down,A teenager with OCD tries to solve a mystery surrounding a fugitive billionaire.
Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity."
Misericordia,"Returning to Saint-Martial for his late boss's funeral, Jérémie's stay with widow Martine becomes entangled in a disappearance, a threatening neighbor, and an abbot's shady intentions."
The Luckiest Man in America,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.
Shell,"Desperate to reclaim her career, an once-beloved actress is drawn into the glamorous world of a wellness mogul, only to uncover the monstrous truth beneath its flawless surface."
The Rule of Jenny Pen,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences."
William Tell,"The narrative unfolds in the 14th Century amidst the days of the Holy Roman Empire where Europe's nations fiercely vie for supremacy and the ambitious Austrians, desiring more land, encroach upon Switzerland, a serene and pastoral nation."
A Nice Indian Boy,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams."
The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work."
Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island."
Bob Trevino Likes It,"When lonely 20-something Lily Trevino accidentally befriends a stranger online who shares the same name as her own self-centered father, encouragement and support from this new Bob Trevino could change her life."
Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective."
